match_id,team,opponent,minute,result,xG,player,h_a,h_goals,a_goals,shotType,situation,current_home_goals,current_away_goals,home_game_state,away_game_state
28785,Nottingham Forest,Brentford,62,MissedShots,0.4768589437007904,Morgan Gibbs-White,h,3,1,RightFoot,OpenPlay,3,0,3,-3
28785,Nottingham Forest,Brentford,64,MissedShots,0.022611716762185,Morgan Gibbs-White,h,3,1,RightFoot,OpenPlay,3,0,3,-3
28785,Brentford,Nottingham Forest,23,SavedShot,0.0437612235546112,Yehor Yarmolyuk,a,3,1,RightFoot,OpenPlay,1,0,1,-1
28785,Brentford,Nottingham Forest,25,BlockedShot,0.0131899788975715,Nathan Collins,a,3,1,Head,FromCorner,1,0,1,-1
28785,Brentford,Nottingham Forest,39,MissedShots,0.0751350820064544,Mathias Jensen,a,3,1,RightFoot,OpenPlay,1,0,1,-1
28785,Brentford,Nottingham Forest,39,BlockedShot,0.1230672672390937,Thiago,a,3,1,LeftFoot,OpenPlay,1,0,1,-1
28785,Brentford,Nottingham Forest,50,MissedShots,0.0450064130127429,Keane Lewis-Potter,a,3,1,LeftFoot,OpenPlay,3,0,3,-3
28785,Brentford,Nottingham Forest,53,MissedShots,0.0196341834962368,Keane Lewis-Potter,a,3,1,Head,OpenPlay,3,0,3,-3
28785,Brentford,Nottingham Forest,58,MissedShots,0.0408463291823864,Fabio Carvalho,a,3,1,RightFoot,OpenPlay,3,0,3,-3
28785,Brentford,Nottingham Forest,72,SavedShot,0.1311917155981063,Sepp van den Berg,a,3,1,Head,OpenPlay,3,0,3,-3
28785,Brentford,Nottingham Forest,74,BlockedShot,0.0814083367586135,Sepp van den Berg,a,3,1,Head,OpenPlay,3,0,3,-3
28785,Brentford,Nottingham Forest,77,Goal,0.7611688375473022,Thiago,a,3,1,RightFoot,Penalty,3,0,3,-3
28786,Manchester United,Arsenal,5,SavedShot,0.0712637305259704,Bryan Mbeumo,h,0,1,RightFoot,OpenPlay,0,0,0,0
28786,Manchester United,Arsenal,7,MissedShots,0.0152160516008734,Patrick Dorgu,h,0,1,LeftFoot,SetPiece,0,0,0,0
28786,Manchester United,Arsenal,16,BlockedShot,0.1068682298064231,Bruno Fernandes,h,0,1,RightFoot,DirectFreekick,0,1,-1,1
